BRIN,vestigingsnaam,gemeente,postcode,type,X_linear,Y_linear,X_log,Y_log,pupils_total
09YM00,De Vlindertuin,'s-Hertogenbosch,5216SB,Bo,39.43,380.33,0.1444,0.6815,109
09YN00,Basisschool De Spreng,Nijkerk,3871TD,Bo,42.82,437.0,0.1548,0.73,114
09YO00,Basissch Het Middelpunt,Rotterdam,3191TG,Bo,15.36,260.24,0.0621,0.5566,255
09YP00,cbs Het Bastion,Moerdijk,4791HW,Bo,15.59,283.05,0.0629,0.5833,135
09YQ00,Basisschool De Rank,Alphen aan den Rijn,2396XJ,Bo,19.71,328.6,0.0781,0.6321,99
09YR00,De Bron,Ede,6741BA,Bo,18.13,491.71,0.0724,0.7721,287
09YS00,Basisschool Rehoboth,Westland,2671WX,Bo,12.66,376.43,0.0518,0.678,206
09YT00,De Tweemaster,Gooise Meren,1411BN,Bo,36.19,539.81,0.1342,0.8061,162
09YU00,Gideonschool,Zuidplas,2914TK,Bo,41.48,322.71,0.1507,0.626,302
09YW00,PC Basissch Pr Maurits,Nijmegen,6538NK,Bo,17.39,221.71,0.0696,0.5075,140
09YY00,De Regenboog,Oldebroek,8096AR,Bo,20.52,344.76,0.0811,0.6481,186
09YZ00,Kon Julianasch,Noardeast-FryslÔn,9291AX,Bo,14.91,241.48,0.0604,0.5334,100
09ZA00,PCB Hoef,Putten,3882RV,Bo,27.53,414.9,0.1056,0.7117,68
09ZD00,De Morgenster,Wierden,7641EX,Bo,30.16,323.19,0.1145,0.6265,223
09ZF00,Nutsbasissch Dirk v Veen,Breda,4818GD,Bo,64.29,499.1,0.2156,0.7775,320
09ZG00,Rudolf Steinerschool,Haarlem,2034NA,Bo,37.05,299.9,0.1369,0.602,259
09ZH00,L W Beekman,'s-Hertogenbosch,5211CC,Bo,41.77,395.14,0.1516,0.6947,352
09ZI00,Nelson Mandela School,Amsterdam,1092GX,Bo,7.43,444.0,0.0311,0.7356,34
09ZJ00,Basisschool De Hove,Aalten,7095AX,Bo,31.06,387.67,0.1175,0.6881,90
09ZN00,Opb BS De Schoener,Schouwen-Duiveland,4318EH,Bo,4.0,252.41,0.017,0.5471,31
09ZO00,Prinses Wilhelmina,Vijfheerenlanden,4128SZ,Bo,30.68,386.48,0.1162,0.6871,67
09ZP00,OBS De Stap,Landsmeer,1121CP,Bo,35.36,503.43,0.1315,0.7806,167
09ZQ00,Daltonschool Klaverweide,Noordwijk,2201DN,Bo,55.81,417.9,0.1926,0.7142,289
09ZS00,Het Talent,Hoeksche Waard,3293AB,Bo,26.02,264.57,0.1004,0.5618,52
09ZU00,Het Anker,Wijk bij Duurstede,3961KA,Bo,19.33,349.29,0.0768,0.6525,131
09ZZ00,BS De Wilgenhoek,Altena,4273EN,Bo,18.01,324.05,0.0719,0.6274,55
10AA00,BS Op'e Dobbe,Noardeast-FryslÔn,9074AV,Bo,18.16,227.45,0.0725,0.5151,34
10AB00,Basisschool Gieten,Aa en Hunze,9461DA,Bo,24.57,300.29,0.0954,0.6024,180
10AC00,OBS de Moolhoek,Kapelle,4421BW,Bo,33.83,312.62,0.1266,0.6155,186
10AD00,obs Heidepark,Dalfsen,8151AN,Bo,14.28,342.0,0.058,0.6454,138
10AE00,OBS De Tweemaster,Pijnacker-Nootdorp,2641LG,Bo,22.97,403.05,0.0898,0.7016,80
10AF00,Basissch De Toermalijn,Venlo,5932TP,Bo,10.83,208.67,0.0446,0.4895,172
10AG00,BS De Klimboom,Venray,5803CN,Bo,24.1,263.62,0.0938,0.5606,110
10AH00,Jan Ligthartschool,Woudenberg,3931LJ,Bo,27.8,425.29,0.1065,0.7204,178
10AR00,Crayenester-Basisschool,Heemstede,2101AN,Bo,62.8,603.48,0.2117,0.8472,318
10AS00,OBS 't Lange,Cranendonck,6028SC,Bo,21.23,424.65,0.0836,0.7199,43
10AV00,De Vijverstee,Tynaarlo,9481GA,Bo,17.16,307.76,0.0688,0.6104,101
10AZ00,Basisschool t Startblok,Cuijk,5431ZR,Bo,16.22,252.9,0.0653,0.5477,211
10BA00,Basisschool Het Atelier,Diemen,1112BE,Bo,30.9,357.67,0.1169,0.6605,178
10BD00,De Meent,Buren,4032NA,Bo,23.62,420.0,0.0921,0.716,17
10BE00,Graaf Florisschool,Stichtse Vecht,3632BP,Bo,42.16,536.29,0.1528,0.8037,175
10BF00,Basisschool Stokkum,Hof van Twente,7475MV,Bo,16.8,370.89,0.0674,0.6729,42
10BG00,Basisschool De Linde,Pekela,9663GC,Bo,11.26,188.38,0.0463,0.46,105
10BG01,obs Theo Thijssen,Pekela,9663TP,Bo,20.28,188.38,0.0802,0.46,64
10BH00,Basisschool De Vlieger,Krimpenerwaard,2871ZN,Bo,18.95,311.67,0.0754,0.6145,142
10BI00,Basisschool De Rietput,West Betuwe,4161AC,Bo,17.78,351.67,0.0711,0.6548,85
10BJ00,Basisschool De Populier,S·dwest-FryslÔn,8754BL,Bo,24.26,240.14,0.0943,0.5317,54
10BK00,Basissch Schuilingsoord,Tynaarlo,9472PA,Bo,30.25,302.62,0.1148,0.6049,141
10BP00,Basisschool De Wijnroas,Achtkarspelen,9281RB,Bo,17.01,242.43,0.0682,0.5346,190
10BR00,OBS Het Palet,Alblasserdam,2951AP,Bo,22.91,276.38,0.0896,0.5756,174
10BS00,Basisschool Het Kompas,Hardenberg,7701LP,Bo,16.06,274.38,0.0647,0.5733,54
10BV00,Basissch De Gezellehoek,Roosendaal,4707NH,Bo,14.57,245.95,0.0591,0.539,105
10BZ00,Basisschool De Walsprong,Zaltbommel,5301RT,Bo,14.98,309.76,0.0606,0.6125,124
10CF00,Basisschool Roxenisse,Goeree-Overflakkee,3248AN,Bo,14.31,297.76,0.0581,0.5996,96
10CH00,De Bundertjes,Helmond,5702SM,Bo,12.1,222.81,0.0496,0.5089,250
10CI00,Basissch J.C. van Gent,Goeree-Overflakkee,3245CP,Bo,14.37,280.86,0.0583,0.5808,249
10CJ00,De Ontdekking,Nunspeet,8072GZ,Bo,29.45,328.95,0.1121,0.6324,50
10CO00,Basisschool De Tandem,Midden-Groningen,9636HE,Bo,11.9,230.43,0.0488,0.5191,91
10CR00,OBS 't Vogelnest,Bodegraven-Reeuwijk,2411KR,Bo,23.33,344.52,0.0911,0.6479,80
10CS00,Basisschool De Distelvlinder,Culemborg,4105TC,Bo,37.21,368.67,0.1374,0.6709,168
10CT00,'t Gijmink,Hof van Twente,7471KD,Bo,13.79,255.57,0.0561,0.5509,106
10CU00,Basisschool Hobbitstee,Vijfheerenlanden,4141ES,Bo,29.59,302.24,0.1126,0.6045,166
10CV00,Michiel de Ruyter,Nijmegen,6542VJ,Bo,28.51,317.19,0.109,0.6203,130
10CY00,Basissch De Vlinderhof,Coevorden,7846TA,Bo,29.29,383.62,0.1116,0.6845,54
10DA00,Basisschool De Triangel,Weesp,1381AT,Bo,49.86,492.95,0.1757,0.773,157
10DC00,De Tweewegen,Hollands Kroon,1766JD,Bo,15.91,299.0,0.0641,0.601,117
10DE00,'t Pompebled,Dantumadiel,9271VN,Bo,20.21,227.71,0.0799,0.5155,127
10DF00,BS De Bosrank,Westerveld,7971BC,Bo,19.43,323.38,0.0771,0.6267,200
10DG00,Basisschool Dijkerhoek,Rijssen-Holten,7451LV,Bo,19.99,357.76,0.0791,0.6606,80
10DH00,Basisschool De Wiekslag,Buren,4023AV,Bo,22.44,382.73,0.0879,0.6837,37
10DI00,Basisschool De Eendracht,De Ronde Venen,3641ML,Bo,16.79,357.81,0.0674,0.6607,103
10DK00,Basisschool De Drift,Aa en Hunze,9444XE,Bo,22.31,368.71,0.0875,0.6709,64
10DL00,Apollo II school,Utrecht,3454EN,Bo,47.19,508.9,0.1679,0.7845,212
10DM00,OBS Binnen de Veste,Schouwen-Duiveland,4301BP,Bo,43.63,242.19,0.1572,0.5343,167
10DT00,De Driesprong,Westerwolde,9699PG,Bo,19.6,276.86,0.0777,0.5762,58
10DU00,De Saller,Losser,7581TX,Bo,17.39,289.52,0.0696,0.5905,83
10DV00,BS Pr Willem Alexander,Zuidplas,2914AG,Bo,35.63,322.71,0.1324,0.626,300
10DW00,De Vogels,Oegstgeest,2341PM,Bo,42.07,569.24,0.1525,0.8256,231
10DX00,BS de Kronkelaar,Delfzijl,9945PC,Bo,22.77,197.19,0.0891,0.473,109
10DY00,Basissch Vlisterstroom,Krimpenerwaard,2851BM,Bo,22.74,325.0,0.089,0.6284,24
10EC00,De Kranepoort,Krimpenerwaard,2831XT,Bo,23.29,310.1,0.0909,0.6129,50
10EE00,OBS t Wad,Harlingen,8861JE,Bo,16.04,219.24,0.0646,0.5041,151
10EF00,Obs De Kikkenduut,Oisterwijk,5062GC,Bo,39.75,672.19,0.1454,0.8877,222
10EG00,OBS Sterrendonk,Oosterhout,4907GH,Bo,26.8,295.86,0.1031,0.5975,160
10EH00,Basisschool de Lindelaar,Midden-Drenthe,9431MK,Bo,25.74,290.9,0.0995,0.5921,175
10EJ00,Basisschool Jan Ligthart,Bronckhorst,7021AT,Bo,17.47,350.29,0.0699,0.6535,182
10EL00,OBS Stapelhof,Schouwen-Duiveland,4325AH,Bo,15.68,379.38,0.0633,0.6807,72
10EO00,Basisschool De Rank,Teylingen,2171EL,Bo,29.55,348.0,0.1124,0.6513,22
10ES00,Basissch De Springplank,Rhenen,3911PG,Bo,28.53,373.48,0.109,0.6753,166
10EU00,Ds C De Ridderschool,Nunspeet,8072ZJ,Bo,17.71,328.95,0.0708,0.6324,200
10EW00,De Diamant Basisschool,Someren,5711BB,Bo,12.22,340.33,0.0501,0.6438,76
10EY00,Basisschool Heilig Hart,Valkenburg aan de Geul,6301AS,Bo,20.72,277.43,0.0818,0.5768,94
10EZ00,Basissch De Lochtenbergh,Tilburg,5049LP,Bo,8.96,217.57,0.0373,0.5018,175
10FF00,De Leerwinkel,Hillegom,2181VD,Bo,26.5,371.1,0.1021,0.6731,211
10FG00,Basissch St Willibrordus,Oost Gelre,7141WH,Bo,11.21,238.0,0.0461,0.5289,126
10FH00,PC Basisschool Enkhuizen,Enkhuizen,1602KG,Bo,23.19,277.43,0.0906,0.5768,264
10FI00,Uilenburcht,Stede Broec,1613KD,Bo,16.33,314.86,0.0657,0.6179,251
10FJ00,Basisschool Sint Paulus,Leeuwarden,8932AB,Bo,29.93,178.33,0.1137,0.4446,184
10FL00,Nobelhorst,Hulst,4561LN,Bo,25.2,249.29,0.0976,0.5432,144
10FM00,Kindercentrum Mozaiek,Helmond,5702HW,Bo,13.51,222.81,0.055,0.5089,208
10FN00,Basisschool Kameleon,Goirle,5051JP,Bo,12.34,358.76,0.0505,0.6616,88
10FO00,Horizon,Amstelveen,1186GP,Bo,29.66,410.57,0.1128,0.7081,181
10FQ00,RK Basisschool Klim-Op,Woensdrecht,4631NM,Bo,22.72,298.52,0.0889,0.6005,212
10FU00,Basisschool De Wegwijzer,Zeist,3705LW,Bo,9.78,413.24,0.0405,0.7103,137
10FW00,RK Basissch Voordeldonk,Asten,5721JD,Bo,35.04,356.48,0.1305,0.6594,190
10FX00,Sint Petrus - de Wegwijzer,Sluis,4507BG,Bo,21.32,225.9,0.0839,0.5131,64
10FY00,RK Basisschool Flora,Borne,7621CL,Bo,22.32,297.24,0.0875,0.5991,143
10FZ00,BS De Vlinderboom,Maastricht,6227VA,Bo,29.44,252.71,0.1121,0.5474,277
10GA00,Prinses Ireneschool,Goes,4461NK,Bo,45.22,237.62,0.162,0.5284,133
10GB00,Martinus School,Losser,7581TX,Bo,32.62,289.52,0.1226,0.5905,163
10GD00,Basisschool De Triangel,Hellendoorn,7443HC,Bo,21.62,325.67,0.085,0.6291,171
10GE00,De 4 Heemskinderen,Etten-Leur,4873CZ,Bo,26.73,342.0,0.1029,0.6454,319
10GK00,Basisschool De Piramide,Rijswijk,2283GT,Bo,17.78,268.71,0.0711,0.5667,234
10GL00,Bs Vincent van Gogh,Roermond,6044SX,Bo,14.19,184.29,0.0576,0.4538,186
10GM00,Chr Basisschool De Akker,Ooststellingwerf,8431KH,Bo,19.86,233.29,0.0787,0.5228,118
10GP00,ICBS De Caleidoscoop,Haarlemmermeer,2131VN,Bo,35.87,432.24,0.1331,0.7261,288
10GQ00,Sint Annaschool,Boxmeer,5827AL,Bo,22.58,370.0,0.0884,0.6721,44
10GR00,'t Schoolhuys,Houten,3994CG,Bo,39.57,468.9,0.1448,0.755,146
10GT00,De Veldkamp,Dinkelland,7591CX,Bo,16.71,307.33,0.0671,0.6099,115
10GZ00,De Stapsteen,Cranendonck,6026ER,Bo,18.92,344.43,0.0752,0.6478,232
10HA00,cbs Prins Johan Friso,Harlingen,8862ZA,Bo,13.57,214.05,0.0553,0.497,165
10HB00,Basissch Dominicus Savio,Harderwijk,3842EH,Bo,16.76,275.48,0.0673,0.5746,245
10HD00,De Meerhoef,Veldhoven,5503CS,Bo,33.12,337.86,0.1243,0.6413,147
10HE00,Basisschool De Piramide,Deurne,5751VC,Bo,15.48,323.9,0.0625,0.6273,131
10HF00,RK BS De Ganzerik,Heerlen,6413GM,Bo,18.1,157.14,0.0722,0.4102,185
10HG00,Basisschool De Alm,Tilburg,5022GE,Bo,14.97,255.38,0.0606,0.5507,135
10HK00,Chr Basissch de Triangel,Appingedam,9902LB,Bo,10.23,188.57,0.0423,0.4603,143
10HM00,Koningin Beatrixschool,Meppel,7942EA,Bo,17.13,210.52,0.0687,0.4921,99
10HN00,De Ark,Schagen,1741JP,Bo,24.51,305.29,0.0952,0.6078,101
10HO00,Basisschool Windekind,Heerlen,6417ES,Bo,32.22,217.19,0.1213,0.5013,259
10HR00,Basisschool Sint Jozef,S·dwest-FryslÔn,8621DR,Bo,20.81,256.8,0.0821,0.5524,52
10HT00,Basisschool De Talenter,Wierden,7468AN,Bo,20.3,379.0,0.0803,0.6803,184
10HU00,RK Basissch Kerensheide,Stein,6171BS,Bo,33.12,253.43,0.1242,0.5483,101
10HV00,Basisschool De Fonkeling,Oss,5351LB,Bo,21.65,371.33,0.0851,0.6733,637
10HX00,Bs De Vuurvogel,Uithoorn,1422LB,Bo,12.63,378.1,0.0517,0.6795,133
10HY00,RK Basissch de Roelevaer,Kaag en Braassem,2371NK,Bo,25.76,406.76,0.0995,0.7048,193
10HZ00,Chr Bs De Bron,S·dwest-FryslÔn,8701LV,Bo,21.05,211.76,0.083,0.4938,212
10IC00,'t Finster,S·dwest-FryslÔn,8711DB,Bo,15.35,261.29,0.062,0.5579,135
10ID00,CBS De Parel,Noordenveld,9301GG,Bo,19.83,272.14,0.0786,0.5707,89
10IE00,CBS De Vlinder,Hardenberg,7771XE,Bo,23.72,244.76,0.0924,0.5375,140
10IJ00,CBS De Regenboog,Ridderkerk,2983AT,Bo,27.89,312.81,0.1068,0.6157,243
10IK00,De Stapstien,Noardeast-FryslÔn,9298PT,Bo,18.99,251.24,0.0755,0.5456,177
10IL00,Het Stroomdal,Tynaarlo,9471SH,Bo,30.42,324.57,0.1154,0.628,91
10IM00,De Wijngaard,Zwartewaterland,8064CT,Bo,26.65,254.57,0.1026,0.5497,148
10IU00,bs Talentrijk,Helmond,5709BA,Bo,11.89,304.24,0.0488,0.6066,210
10IW00,Basisschool De Torenberg,Terneuzen,4543CX,Bo,30.52,228.48,0.1157,0.5165,98
10IY00,PC Basisschool De Palm,Hoogeveen,7916PT,Bo,14.77,261.0,0.0598,0.5575,93
10JF00,BS De Dromenvanger,Heusden,5156CJ,Bo,11.51,260.29,0.0473,0.5566,121
10JH00,Bs De Nieuwe Weg,Westland,2685WB,Bo,23.39,370.57,0.0913,0.6726,153
10JJ00,RK Basissch Zeelsterhof,Veldhoven,5502JV,Bo,28.88,455.57,0.1102,0.7447,249
10JK00,Bs De Beerze,Oirschot,5091SC,Bo,20.56,420.57,0.0812,0.7165,352
10JL00,Basisschool Heilig Hart,Dongen,5104JN,Bo,26.31,296.71,0.1014,0.5985,268
10JM00,Paadwizer,Tytsjerksteradiel,9062GB,Bo,20.02,230.14,0.0793,0.5187,98
10JN00,Basissch De Groene Oase,Midden-Delfland,3155AJ,Bo,29.11,433.62,0.1109,0.7272,213
10JO00,Bs. De Empel,Meierijstad,5469SL,Bo,28.05,401.38,0.1074,0.7002,195
10JP00,Kbs Olympia,Breda,4822XM,Bo,14.21,276.33,0.0577,0.5756,110
10JT00,De Triangel,Aalten,7122BC,Bo,5.74,309.67,0.0242,0.6124,51
10JT01,De Triangel,Aalten,7122ZX,Bo,19.29,304.19,0.0766,0.6066,246
10JU00,Chr Basisschool t Honk,Kapelle,4421BW,Bo,40.83,312.62,0.1487,0.6155,234
10JX00,Chr Basisschool Zeehonk,Noordwijk,2202KB,Bo,22.56,507.0,0.0883,0.7832,35
10KB00,Het Kofschip,Ouder-Amstel,1191GW,Bo,54.63,596.19,0.1893,0.8427,152
10KD00,Basisschool De Pas,Peel en Maas,5988AW,Bo,16.81,328.38,0.0675,0.6318,101
10KE00,Vrije School Groningen,Groningen,9725KA,Bo,45.86,251.9,0.1639,0.5464,260
10KI00,R.K. BS De Kleine Wereld,Vaals,6291HS,Bo,29.15,183.38,0.1111,0.4524,103
10KN00,Basisschool De Eshorst,Midden-Drenthe,9411AK,Bo,18.99,248.62,0.0755,0.5424,192
10KP00,De Maten,Twenterand,7683XH,Bo,22.58,336.76,0.0884,0.6402,153
10KQ00,PC Bs De Regenboog,Rijssen-Holten,7451EV,Bo,36.4,357.76,0.1348,0.6606,235
10KS00,'t Geerke,Druten,6655AK,Bo,20.31,357.57,0.0803,0.6605,143
10KT00,Chr SSBO Indon,Gooise Meren,1401BW,Sbo,0.0,626.71,0.0,0.8614,97
10KW00,Obs Slingerbos,Deventer,7431BV,Bo,35.22,459.62,0.1311,0.7479,254
10KX00,Basisschool Westerkim,Dongen,5102DC,Bo,11.15,303.52,0.0459,0.6059,75
10KZ00,Arjen Roelofsskoalle,Leeuwarden,9054KM,Bo,26.14,215.29,0.1009,0.4987,50
10LI00,'t Anker,Amersfoort,3812EV,Bo,39.08,326.52,0.1433,0.6299,144
10LK00,Basisschool De Rythmeen,Deventer,7437BX,Bo,25.44,390.81,0.0984,0.6909,145
10LM00,OBS Menno ter Braakschool,Berkelland,7151CP,Bo,36.17,271.71,0.1341,0.5702,146
10LV00,De Waldiik,Achtkarspelen,9233KN,Bo,18.92,278.38,0.0752,0.5779,69
10LX00,OBS De Regenboog,Maastricht,6226AR,Bo,30.12,320.57,0.1143,0.6238,101
10LY00,OBS Weemewereld,Twenterand,7672GE,Bo,25.48,329.29,0.0986,0.6327,68
10MA00,obs 't Skitteljacht,Drechterland,1616HB,Bo,16.84,340.76,0.0676,0.6442,112
10MB00,Parelmoer,Reimerswaal,4401HZ,Bo,12.74,261.48,0.0521,0.5581,65
10ME00,Willem van Oranje,Woerden,3442HG,Bo,31.04,312.86,0.1174,0.6158,192
10MI00,Drakensteyn,Enschede,7542LR,Bo,30.55,255.48,0.1158,0.5508,384
10MM00,IKC Wereldwijs,Haarlemmermeer,2132VH,Bo,15.19,368.38,0.0614,0.6706,150
10MO00,Albert Plesmanschool,Rotterdam,3068BS,Bo,19.44,262.29,0.0771,0.5591,190
10MP00,Prins Mauritsschool,Staphorst,7951PE,Bo,22.14,316.38,0.0868,0.6195,149
10MR00,De Lindenhoeve,Nijmegen,6546HC,Bo,13.55,258.62,0.0552,0.5546,110
10MT00,Chr Basisschool Bekveld,Bronckhorst,7255JX,Bo,15.12,302.2,0.0612,0.6044,29
10MV00,Basissch De Uilenburcht,Utrechtse Heuvelrug,3972XD,Bo,32.93,414.29,0.1236,0.7112,223
10MX00,Chr Bs De Klaroen,Stichtse Vecht,3601TJ,Bo,28.37,404.24,0.1085,0.7026,195
10MX01,Chr Bs De Klaroen,Stichtse Vecht,3612BH,Bo,36.01,461.05,0.1336,0.749,57
10MY00,Beatrixschool,Rotterdam,3086LW,Bo,39.29,210.76,0.1439,0.4924,334
10MZ00,Emmaschool,Rotterdam,3054EX,Bo,43.62,498.52,0.1572,0.7771,351
10NA00,De Blinkerd,Westland,2681NW,Bo,26.38,366.24,0.1017,0.6686,248
10NB00,Basisschool De Elzenhof,Hardenberg,7772JA,Bo,19.49,245.0,0.0773,0.5378,160
10NC00,Stadh Willem III School,Hendrik-Ido-Ambacht,3342BL,Bo,24.46,346.29,0.095,0.6496,152
10NH00,De Vijverhof,Leidschendam-Voorburg,2271GN,Bo,55.69,509.57,0.1923,0.785,185
10NK00,Bs. Franciscus,Meierijstad,5492EH,Bo,20.5,380.52,0.081,0.6817,85
10NL00,Chr Basissch de Bongerd,Ridderkerk,2986CA,Bo,30.31,303.24,0.115,0.6056,160
10NM00,IKC Beatrix,Papendrecht,3351HA,Bo,24.77,291.67,0.0961,0.5929,314
10NN00,ds. R.P.A. Rutgersschool,Katwijk,2225XV,Bo,23.79,393.71,0.0927,0.6935,151
10NN03,Gasp De Colignyschool,Katwijk,2225VB,Bo,25.24,401.0,0.0977,0.6998,84
10NO00,De Zuidster,Zwolle,8014DM,Bo,27.23,302.29,0.1046,0.6045,85
10NP00,Ichthus,Maassluis,3146BX,Bo,25.68,310.62,0.0993,0.6134,239
10NS00,RK BS St Maarten,Bergen op Zoom,4661JW,Bo,19.15,331.62,0.0761,0.6351,72
10NW00,Julianaschool,Winterswijk,7102EV,Bo,21.82,229.9,0.0857,0.5184,116
10NY00,Basisschool de Regenboog,Boekel,5427CH,Bo,10.7,357.81,0.0442,0.6607,114
10NZ00,De Weijerwereld,Boxmeer,5831JV,Bo,28.87,277.43,0.1102,0.5768,156
10OA00,Basisschool Hulsberg,Beekdaelen,6336AN,Bo,42.58,308.14,0.1541,0.6108,170
10OC00,Basisschool Octa,Doetinchem,7006SM,Bo,23.07,260.67,0.0901,0.5571,148
10OD00,de Windroos,Zaanstad,1503TJ,Bo,10.82,290.71,0.0446,0.5919,171
10OE00,KBs De Heeswijk,Montfoort,3417AV,Bo,18.18,395.81,0.0725,0.6953,146
10OF00,De Koperwiek,Noordoostpolder,8302CN,Bo,32.93,315.9,0.1236,0.619,220
10OK00,Basisschool De Wingerd,Zwolle,8014GM,Bo,37.31,302.29,0.1377,0.6045,138
10OP00,Basisschool Helmgras,Castricum,1902BA,Bo,33.02,413.43,0.1239,0.7105,366
10OR00,Brug,Aalsmeer,1432JT,Bo,31.61,529.57,0.1193,0.799,153
10OU00,PJ Smitschool,Heerhugowaard,1701GP,Bo,24.62,309.48,0.0956,0.6122,312
10OV00,RK BS De Haafakkers,Overbetuwe,6666CK,Bo,21.19,311.86,0.0835,0.6147,161
10OW00,Antonius,Amsterdam,1011DB,Bo,42.22,553.81,0.153,0.8155,111
10OY00,Basissch St Willibrordus,Lisse,2161KH,Bo,28.63,384.1,0.1094,0.6849,162
10PA00,Antoniusschool,Hollands Kroon,1733AZ,Bo,29.95,330.67,0.1138,0.6341,205
10PB00,Basisschool De Firtel,Weert,6039BL,Bo,27.38,299.38,0.1051,0.6014,169
10PC00,Rotondaschool,Tiel,4007TJ,Bo,27.52,345.33,0.1056,0.6487,242
10PE00,KC De Raagten,Laarbeek,5741BC,Bo,13.35,324.43,0.0544,0.6278,176
10PF00,RK BS De Welle,Bergen op Zoom,4613GP,Bo,18.24,282.26,0.0728,0.5824,58
10PG00,RK BS Willibrord-Miland,Bodegraven-Reeuwijk,2411HE,Bo,30.94,344.52,0.1171,0.6479,231
10PG01,RK Basisschool Miland,Bodegraven-Reeuwijk,2411PP,Bo,22.48,344.52,0.0881,0.6479,54
10PI00,KBS,Etten-Leur,4874NA,Bo,24.78,339.95,0.0961,0.6434,447
10PM00,Dirk Heziusschool,Heeze-Leende,5591HK,Bo,26.59,411.67,0.1024,0.709,127
10PN00,RK Bs Sint Willibrord,Heiloo,1852WS,Bo,27.78,440.9,0.1065,0.7331,98
10PO00,De Sterrenwacht,Hellevoetsluis,3224GA,Bo,2.36,206.0,0.0101,0.4857,32
10PS00,De Leemstee,Oldenzaal,7574TX,Bo,15.1,247.33,0.0611,0.5407,212
10PT00,De Wingerd,Dronten,8256BK,Bo,20.58,286.52,0.0813,0.5872,186
10PW00,Basissch de Overplaats,Teylingen,2171VB,Bo,40.29,394.19,0.147,0.6939,170
10PX00,De Rank,Schagen,1741TG,Bo,23.98,305.29,0.0934,0.6078,217
10PY00,Basisschool de Beiaard,Utrecht,3571XV,Bo,51.95,547.24,0.1817,0.8111,163
10PZ00,De Smelen,Valkenswaard,5553CT,Bo,26.46,390.71,0.1019,0.6908,197
10QA00,RK BS Jozef,Vlissingen,4382KB,Bo,19.85,207.24,0.0786,0.4875,113
10QB00,RK Bs Klavertje Vier,Gulpen-Wittem,6287BB,Bo,19.58,326.43,0.0776,0.6298,71
10QC00,RK Basissch OLV v Fatima,IJsselstein,3401CA,Bo,35.98,380.95,0.1335,0.6821,316
10QE00,KBs Franciscus,Woerden,3448TH,Bo,31.2,326.67,0.1179,0.6301,144
10QF00,KC Molenwerf,Heemstede,2103TC,Bo,29.54,575.57,0.1124,0.8297,76
10QL00,de Wingerd,Ede,6721CK,Bo,48.18,413.29,0.1708,0.7104,171
10QM00,Basissch De Goede Herder,Bodegraven-Reeuwijk,2411JL,Bo,29.59,344.52,0.1126,0.6479,152
10QO00,A Baron van Dedemschool,Dalfsen,7722LH,Bo,38.29,444.83,0.1408,0.7363,49
10QP00,De Akker,Rheden,6952GA,Bo,19.57,282.62,0.0776,0.5828,136
10QQ00,Chr Basissch Pr Bernhard,Barneveld,3886KA,Bo,24.99,510.81,0.0969,0.7859,121
10QR00,Johannes Bogermanschool,Zwartewaterland,8281GK,Bo,15.83,282.33,0.0638,0.5824,136
10QS00,Plaswyckschool v PC Bo,Gouda,2804GG,Bo,31.14,300.71,0.1177,0.6028,245
10QX00,PC Basissch Zalmplaat,Rotterdam,3192SE,Bo,23.23,236.57,0.0907,0.5271,351
10QX02,Westpunt,Rotterdam,3193TE,Bo,13.29,202.0,0.0542,0.48,35
10QY00,Kon Wilhelminaschool,Vijfheerenlanden,4143BD,Bo,28.39,330.14,0.1085,0.6336,144
10QZ00,De Wegwijzer,Ede,6741BN,Bo,29.29,491.71,0.1116,0.7721,135
10RA00,Chr Bs de Ouverture,Westland,2671VV,Bo,24.92,376.43,0.0966,0.678,286
10RC00,Rehobothschool,Nijkerk,3861VA,Bo,19.75,368.86,0.0783,0.671,286
10RD00,Pc Basissch Pr Marijke,Hellendoorn,7441BH,Bo,28.79,402.81,0.1099,0.7014,147
10RE00,Basisschool Juliana,S·dwest-FryslÔn,8603XV,Bo,12.95,287.43,0.0529,0.5882,165
10RF00,Juliana v Stolbergschool,Waalwijk,5144CJ,Bo,34.09,312.05,0.1274,0.6149,271
10RG00,Jan Woudsmaschool,Amsterdam,1109AR,Bo,26.73,413.4,0.1029,0.7105,95
10RH00,De Kluinveen,Wierden,7641AL,Bo,32.69,323.19,0.1228,0.6265,78
10RI00,Koningin Julianaschool,Woudenberg,3931PT,Bo,25.22,425.29,0.0977,0.7204,143
10RJ00,Basisschool de Wegwijzer,Zutphen,7204BL,Bo,11.2,216.33,0.0461,0.5001,56
10RK00,De Hoogakker,Breda,4824SG,Bo,27.97,286.33,0.1071,0.587,409
10RL00,Noorderlicht,'s-Hertogenbosch,5233EA,Bo,26.49,287.86,0.102,0.5887,278
10RN00,Het Prisma,Borne,7623DR,Bo,27.64,328.0,0.106,0.6314,59
10RO00,Chr Basisschool de Haven,Doetinchem,7001CT,Bo,28.31,263.48,0.1082,0.5605,173
10RR00,Opb BS De Klimop,Schouwen-Duiveland,4315AW,Bo,20.79,300.1,0.082,0.6022,56
10RS00,Julianaschool,Lochem,7218AH,Bo,36.32,451.38,0.1345,0.7415,60
10RY00,o.b.s. De Klimtoren,De Wolden,7705PD,Bo,16.08,386.71,0.0648,0.6873,26
