BRIN,vestigingsnaam,gemeente,postcode,type,X_linear,Y_linear,X_log,Y_log,pupils_total
19UZ00,BS Zonnebloem Zundert,Zundert,4881EH,Bo,24.75,332.43,0.0961,0.6359,188
19VA00,Nutsbasissch,'s-Gravenhage,2593TL,Bo,45.71,339.0,0.1635,0.6425,294
19VB00,De Wissel,'s-Gravenhage,2541RL,Bo,8.43,179.48,0.0351,0.4463,230
19VC00,SSBO Dr Bekenkamp,Groningen,9724EJ,Sbo,2.93,249.33,0.0125,0.5432,150
19VC01,SSBO Dr Bekenkamp,Groningen,9741BX,Sbo,0.02,204.57,0.0001,0.4837,146
19VE00,SBO De Poldervaart,Schiedam,3121JN,Sbo,0.09,359.9,0.0004,0.6627,219
19VH00,De Oranjeschool,'s-Gravenhage,2583AA,Bo,22.43,312.81,0.0879,0.6157,354
19VI00,Haarschool,Rijssen-Holten,7462BZ,Bo,19.79,289.81,0.0784,0.5909,155
19VJ00,Basisschool Manjefiek,Maastricht,6218VH,Bo,13.91,235.81,0.0566,0.5261,141
19VL00,Nutsbasissch Zorgvliet,'s-Gravenhage,2517JX,Bo,72.46,481.1,0.2367,0.7642,178
19VP00,OBS Da Vinci,Arnhem,6835CD,Bo,13.03,248.24,0.0532,0.5419,136
19VR00,De Ronde Maat,Rijssen-Holten,7462LX,Bo,21.77,289.81,0.0856,0.5909,142
19VU00,Nutsbasissch Woonstede,'s-Gravenhage,2543VR,Bo,23.35,203.0,0.0912,0.4814,106
19VX00,IKC De Klimboom,Arnhem,6843JM,Bo,22.75,237.29,0.089,0.528,176
19VY00,Basisschool De Bron,Soest,3766ED,Bo,32.0,392.95,0.1206,0.6928,179
19VY01,PCBS Prof. Waterink,Soest,3765CT,Bo,18.43,256.0,0.0735,0.5514,39
19WC00,SSBO Diekmaat,Berkelland,7161AN,Sbo,15.75,285.33,0.0635,0.5858,199
19WE00,De Expeditie,Arnhem,6844GA,Bo,26.32,243.48,0.1015,0.5359,297
19WG00,De Lingelaar,Arnhem,6845JE,Bo,24.69,253.67,0.0958,0.5486,258
19WO00,Het Galjoen,'s-Gravenhage,2525ZV,Bo,5.31,238.19,0.0225,0.5292,168
19XM00,SSBO De Driesprong,Amsterdam,1066CV,Sbo,2.01,474.1,0.0086,0.759,131
19XU00,De Tweemaster,'s-Gravenhage,2583JH,Bo,16.0,312.81,0.0645,0.6157,106
19XX00,De Piramide,Alkmaar,1824KV,Sbo,2.89,273.67,0.0124,0.5725,175
19YH00,RK Basissch Olof Palme,Heusden,5152JB,Bo,32.33,348.76,0.1217,0.652,456
19YL00,De Voorsprong,'s-Gravenhage,2525AA,Bo,11.78,238.19,0.0484,0.5292,199
19YO00,PC B Pr Willem Alexander,Tiel,4005AH,Bo,10.91,279.57,0.045,0.5793,245
19YS00,De Vlierboom,'s-Gravenhage,2564JJ,Bo,18.94,391.57,0.0753,0.6916,151
19YX00,De Leeuwerikhoeve,'s-Gravenhage,2591BR,Bo,11.55,240.62,0.0475,0.5323,120
19ZB00,PC Basissch Pr Maurits,Tiel,4007HD,Bo,15.98,345.33,0.0644,0.6487,207
19ZE00,PC Basissch Prinses Margriet,Tiel,4003AL,Bo,5.58,246.0,0.0236,0.5391,37
19ZF00,Prinses Marijkeschool,'s-Gravenhage,2525TA,Bo,15.53,238.19,0.0627,0.5292,225
19ZG00,Goeman Borgesius,Amsterdam,1067EZ,Bo,11.16,373.14,0.046,0.675,216
19ZH00,PC Basissch Prins Claus,Tiel,4003TL,Bo,22.59,290.95,0.0884,0.5921,130
19ZJ00,Zuidwalschool,'s-Gravenhage,2512CW,Bo,11.61,242.38,0.0477,0.5345,142
19ZN00,SBO De Sterren,Midden-Groningen,9602KZ,Sbo,0.0,154.43,0.0,0.4056,104
20AG00,SBO De Boemerang,Brunssum,6442AJ,Sbo,0.0,201.52,0.0,0.4793,96
20AH00,SBO De Horizon,Raalte,8102AK,Sbo,0.0,309.76,0.0,0.6125,179
20BW00,Opb Basissch De Krulder,Katwijk,2221SC,Bo,7.89,335.1,0.033,0.6386,55
20BX00,SSBO De Meander,Assen,9406XP,Sbo,0.08,198.48,0.0003,0.4749,242
20CB00,De Hofvilla,Westland,2291SX,Bo,30.52,376.71,0.1157,0.6783,383
20CV00,Basissch St Jozef,Westland,2292AD,Bo,28.15,430.95,0.1077,0.7251,325
20CX00,Koningin Beatrixschool,Culemborg,4101BK,Bo,27.07,333.19,0.1041,0.6367,201
20DJ00,Kath Basissch Maria,Westland,2291MB,Bo,35.45,376.71,0.1318,0.6783,244
20DK00,Bs Koning Willem Alexander,Culemborg,4102JA,Bo,26.63,269.81,0.1025,0.568,209
20DV00,Basissch Andreashof,Westland,2295PE,Bo,18.81,405.81,0.0748,0.704,226
20EL00,Montessorischool de Plotter,Zutphen,7204CV,Bo,38.2,216.33,0.1405,0.5001,372
20FB00,Bs De Waaier,Zutphen,7204KM,Bo,11.76,216.33,0.0483,0.5001,138
20FE00,Jan Ligthartbs,Zutphen,7203JB,Bo,18.69,255.29,0.0744,0.5506,99
20FG00,BS Theo Thyssen,Zutphen,7205BZ,Bo,18.2,278.57,0.0726,0.5781,109
20FI00,OBS De Parel,Zutphen,7206CS,Bo,18.39,233.81,0.0733,0.5235,103
20FK00,De Barkentijn,Rotterdam,3077HD,Bo,11.91,241.86,0.0489,0.5338,98
20GB00,SSBO Palet,Boxmeer,5831EW,Sbo,0.25,277.43,0.0011,0.5768,112
20GF00,SSBO De Vlindertuin,Alkmaar,1824KV,Sbo,0.0,273.67,0.0,0.5725,216
20GP00,De Harlekijn,Son en Breugel,5691CD,Bo,27.26,446.71,0.1047,0.7378,142
20GW00,Basissch de Bloktempel,Son en Breugel,5691HB,Bo,34.96,446.71,0.1302,0.7378,320
20GY00,Basisschool het Baken,Harderwijk,3844EL,Bo,12.63,302.9,0.0516,0.6052,94
20HF00,BS De Schakel,Harderwijk,3842EH,Bo,13.31,275.48,0.0543,0.5746,186
20HH00,Basissch de Wegwijzer,Harderwijk,3844BA,Bo,23.08,302.9,0.0902,0.6052,139
20HJ00,Basisschool De Brug,Harderwijk,3843EZ,Bo,10.9,291.0,0.0449,0.5922,147
20HK00,Basisschool het Kompas,Harderwijk,3841KK,Bo,16.01,326.62,0.0645,0.63,142
20HL00,Basisschool de Rank,Harderwijk,3841CV,Bo,35.2,326.62,0.131,0.63,121
20HM00,Bs Willem Alexander,Harderwijk,3843BG,Bo,13.84,291.0,0.0563,0.5922,126
20HQ00,Basisschool de Esch,Rotterdam,3063SJ,Bo,22.67,296.33,0.0888,0.5981,82
20IM00,Ludgerusschool,Soest,3768GM,Bo,43.58,577.05,0.1571,0.8306,206
20IN00,De Damiaanschool,Zeist,3702VM,Bo,54.49,410.0,0.1889,0.7076,412
20IQ00,RK Bs de Driesprong,Soest,3762CZ,Bo,37.83,356.9,0.1393,0.6598,171
20IR00,Basisschool de Griffel,Zeist,3704KC,Bo,35.98,377.8,0.1335,0.6792,114
20IT00,Basisschool de Wegwijzer,Soest,3766CP,Bo,30.69,392.95,0.1163,0.6928,173
20IY00,RK Montessori-School,Soest,3764DK,Bo,45.78,367.48,0.1637,0.6698,169
20IZ00,De Kameleon,Zeist,3734VH,Bo,42.55,531.9,0.154,0.8007,191
20JB00,Basisschool de Achtbaan,Soest,3762JC,Bo,14.39,356.9,0.0584,0.6598,124
20JC00,SSBO De Bonte Vlinder,'s-Gravenhage,2565XD,Sbo,5.97,375.33,0.0252,0.677,293
20JF00,SSBO De Haagse Beek,'s-Gravenhage,2554HZ,Sbo,0.39,581.59,0.0017,0.8335,121
20JJ00,SSBO P H Schreuder,'s-Gravenhage,2526LL,Sbo,0.0,218.24,0.0,0.5028,203
20KF00,Mont. Elzeneind,Oss,5343GH,Bo,26.17,287.33,0.101,0.5881,209
20KL00,RK SSBO de Griffel,Heerlen,6415SB,Sbo,1.04,159.0,0.0045,0.4133,299
20KR00,Basisschool Sterrebos,Oss,5343VC,Bo,12.63,287.33,0.0516,0.5881,230
20KT00,Basisschool De Blinkerd,Oss,5344GK,Bo,8.1,242.57,0.0338,0.5348,79
20KW00,OBS Plevier,Rotterdam,3191GA,Bo,21.68,260.24,0.0852,0.5566,319
20KY00,SSBO De Kring,Rotterdam,3068BT,Sbo,0.19,269.33,0.0008,0.5674,60
20LC00,RK SBO De Tandem,Uden,5402GA,Sbo,0.0,302.14,0.0,0.6044,107
20LI00,SSBO De Vliethorst,Leidschendam-Voorburg,2263VJ,Sbo,0.0,227.52,0.0,0.5152,189
20NV00,SSBO De Bolster,Wijchen,6601XR,Sbo,0.98,273.71,0.0042,0.5725,164
20OF00,SSBO Zeppelin,Amsterdam,1033LW,Sbo,2.0,334.52,0.0086,0.638,107
20OQ00,Kortland,Krimpen aan den IJssel,2923CH,Bo,22.26,303.43,0.0873,0.6058,259
20OW00,Basisschool t Einder,Gemert-Bakel,5422AN,Bo,26.07,356.71,0.1006,0.6596,198
20PN00,OBS de Groeiplaneet,Krimpen aan den IJssel,2924XP,Bo,17.82,356.71,0.0712,0.6596,223
20QG00,SBO De Boemerang,Apeldoorn,7322GK,Sbo,0.14,294.62,0.0006,0.5962,170
20QP00,Facet,Zwolle,8031VA,Sbo,0.73,216.81,0.0031,0.5008,182
20RD00,SSBO Sonnevanck,Rotterdam,3081HZ,Sbo,0.0,175.86,0.0,0.4407,136
20RV00,SSBO v Heuven Goedhart,Rotterdam,3078CL,Sbo,0.03,223.9,0.0001,0.5104,158
20SC00,Holendrecht,Amsterdam,1106LP,Bo,11.89,298.24,0.0488,0.6001,138
20SE00,Huizingaschool,Amsterdam,1065VT,Bo,23.15,347.86,0.0904,0.6511,166
20SG00,Brede School De Kinkerbuurt,Amsterdam,1053PE,Bo,32.15,470.33,0.1211,0.7561,215
20SH00,OBS IJPlein,Amsterdam,1021RA,Bo,15.71,375.4,0.0634,0.6771,97
20SJ00,Linnaeus,Amsterdam,1092SE,Bo,19.09,444.0,0.0759,0.7356,11
20SK00,Louis Bouwmeester,Amsterdam,1065KW,Bo,17.55,347.86,0.0702,0.6511,159
20SL00,OBS de Toekomst,Amsterdam,1062AA,Bo,19.72,316.48,0.0782,0.6196,297
20SZ00,de Schatgraver,Landgraaf,6372JA,Bo,35.59,215.57,0.1322,0.4991,306
20TD00,Op Gen Hei,Landgraaf,6373BJ,Bo,29.99,229.71,0.1139,0.5181,211
20TN00,Basisschool 'T Valder,Landgraaf,6373TT,Bo,33.98,229.71,0.127,0.5181,153
20TP00,De Ster,Amsterdam,1107NG,Bo,9.58,261.8,0.0397,0.5585,71
20TQ00,Rosa Boekdrukker,Amsterdam,1056DT,Bo,33.96,445.38,0.127,0.7367,156
20TR00,Merkelbach,Amsterdam,1082LP,Bo,37.12,525.95,0.1371,0.7965,117
20TS00,Basisschool De Wielewaal,Amsterdam,1077HA,Bo,65.91,1215.86,0.2199,1.1192,189
20TT00,Bs Het Winterkoninkje,Amsterdam,1053CS,Bo,61.04,470.33,0.2069,0.7561,234
20TV00,Bs De Pinksterbloem,Amsterdam,1091EG,Bo,55.47,488.52,0.1916,0.7698,239
20TW00,5e Mont Watergraafsmeer,Amsterdam,1098JA,Bo,57.15,550.86,0.1963,0.8135,403
20TX00,Basisschool Anne Frank,Amsterdam,1078VJ,Bo,61.63,597.62,0.2085,0.8436,209
20TX01,Basisschool Anne Frank,Amsterdam,1073TE,Bo,51.97,484.81,0.1818,0.767,180
20UL00,RK Bs 'T Klankbord,Leiden,2331DV,Bo,16.71,367.48,0.0671,0.6698,222
20UO00,RK Bs De Springplank,Leidschendam-Voorburg,2263EV,Bo,12.21,227.52,0.05,0.5152,131
20UP00,7e Montessorischool,Amsterdam,1058EB,Bo,43.21,529.76,0.156,0.7992,324
20UU00,Bs Maria Bernadette,Leidschendam-Voorburg,2264TA,Bo,38.63,377.76,0.1419,0.6792,179
20UV00,Basisschool De Meidoorn,Amsterdam,1057JA,Bo,54.7,448.67,0.1895,0.7393,204
20UW00,RK Bs De Tweemaster,Leiden,2318TJ,Bo,34.06,428.81,0.1273,0.7233,224
20VA00,OBS Jordaan,Amsterdam,1016RX,Bo,70.35,655.57,0.2314,0.8783,282
20VB00,RK Sint Joseph-School,Leiden,2313JE,Bo,46.53,458.67,0.1659,0.7472,707
20VD00,RK Bs Pacelli-School,Leiden,2332XH,Bo,20.09,325.14,0.0795,0.6285,104
20VE00,Basisschool Gaasperdam,Amsterdam,1106DV,Bo,7.69,258.0,0.0322,0.5539,13
20VF00,RK Basisschool De Singel,Leiden,2315HG,Bo,16.2,287.62,0.0652,0.5884,228
20VG00,Narcis Querido,Amsterdam,1055WC,Bo,22.22,386.81,0.0872,0.6874,151
20VI00,OBS Nellestein,Amsterdam,1108EL,Bo,20.22,289.0,0.08,0.5899,242
20VJ00,Nicolaas Maes,Amsterdam,1071RH,Bo,72.01,1086.43,0.2356,1.0742,290
20VK00,De Witte Olifant,Amsterdam,1011LX,Bo,55.59,553.81,0.192,0.8155,246
20VN00,P. J. Troelstra,Amsterdam,1067CG,Bo,35.84,373.14,0.133,0.675,465
20VP00,Bs Annie M G Schmidt,Amsterdam,1054ZB,Bo,51.21,622.52,0.1796,0.8589,244
20VP01,Bs Annie M G Schmidt,Amsterdam,1053LW,Bo,42.24,470.33,0.153,0.7561,117
20VU00,De Waterkant,Amsterdam,1052SC,Bo,45.59,476.86,0.1631,0.7611,196
20VX00,OBS Multatuli-School,Amsterdam,1055KV,Bo,31.64,386.81,0.1194,0.6874,193
20WT00,SSBO Het Spectrum,Amsterdam,1097DM,Sbo,0.0,438.1,0.0,0.7309,118
20WT01,SSBO Het Spectrum,Amsterdam,1087JA,Sbo,0.0,576.71,0.0,0.8304,60
20XA00,Basisschool Oscar Carre,Amsterdam,1072TS,Bo,42.12,487.86,0.1527,0.7693,224
20XC00,SBO De Kans,Amsterdam,1064NE,Sbo,0.61,325.52,0.0026,0.6289,231
20XO00,Brede School Zeeheld,Amsterdam,1013PV,Bo,59.97,509.76,0.204,0.7852,236
20XQ00,De Roos,Amsterdam,1056BK,Bo,20.46,388.0,0.0808,0.6884,70
20XR00,De Rozemarn,Amsterdam,1102JA,Bo,17.75,238.14,0.071,0.5291,201
20XS00,De Schakel,Amsterdam,1102WD,Bo,10.51,238.14,0.0434,0.5291,203
20XT00,Brede Sch De Spaarndammerhout,Amsterdam,1014ZG,Bo,42.76,778.65,0.1546,0.9438,151
20XU00,Olympia,Amsterdam,1076BN,Bo,49.94,536.9,0.1759,0.8041,331
20XY00,De Weidevogel,Amsterdam,1028BK,Bo,60.98,851.9,0.2068,0.9786,141
20XZ00,De Tamboerijn,Amsterdam,1107EZ,Bo,24.05,299.62,0.0936,0.6016,297
20YA00,Theo Thijssen,Amsterdam,1015NG,Bo,55.14,580.67,0.1907,0.8329,366
20YF00,Tijl Uilenspiegel,Amsterdam,1055CK,Bo,32.14,386.81,0.121,0.6874,252
20YG00,Brede Daltonschool De Meer,Amsterdam,1097EP,Bo,48.1,438.1,0.1706,0.7309,293
20YX00,SSBO Universum,Amsterdam,1025AW,Sbo,0.0,365.1,0.0,0.6675,165
20ZB00,De Buikslotermeer,Amsterdam,1025PZ,Bo,31.83,365.1,0.12,0.6675,161
20ZD00,De Poolster,Amsterdam,1033VL,Bo,29.96,334.52,0.1138,0.638,127
20ZE00,De Vier Windstreken,Amsterdam,1034PX,Bo,26.51,369.43,0.1021,0.6716,224
20ZG00,De Indische Buurt School,Amsterdam,1094ED,Bo,15.58,430.9,0.0629,0.725,256
20ZH00,De Kraal,Amsterdam,1093NJ,Bo,25.61,474.52,0.099,0.7593,327
20ZJ00,Jan Nieuwenhuizenschool,Eindhoven,5616EP,Sbo,0.0,310.52,0.0,0.6133,100
20ZR00,Basisschool Boven 't IJ,Amsterdam,1025DD,Bo,50.34,365.1,0.1771,0.6675,338
20ZT00,Het Vogelnest,Amsterdam,1021CS,Bo,43.19,372.81,0.1559,0.6747,154
20ZU00,IKC Zeven Zeeen,Amsterdam,1034DN,Bo,22.61,358.0,0.0885,0.6609,96
20ZV00,Twiske,Amsterdam,1035VR,Bo,37.22,448.24,0.1374,0.739,392
20ZW00,De Klimop,Amsterdam,1031CB,Bo,24.76,417.05,0.0961,0.7135,99
20ZX00,De Piramide,Amsterdam,1025BA,Bo,24.29,309.0,0.0944,0.6117,37
20ZZ00,OBS De Punt,Amsterdam,1069VP,Bo,20.69,348.81,0.0817,0.6521,303
21AD00,Osdorpse Montessori,Amsterdam,1068MR,Bo,24.77,322.0,0.0961,0.6253,188
21AG00,OBS De Globe,Amsterdam,1069RK,Bo,20.51,348.81,0.081,0.6521,178
21AH00,IJdoorn-School,Amsterdam,1024TT,Bo,22.32,357.9,0.0875,0.6608,223
21AI00,De Krijtmolen,Amsterdam,1035EE,Bo,12.52,448.24,0.0512,0.739,131
21BF00,St Antonius Basisschool,Twenterand,7671VW,Bo,21.0,298.52,0.0828,0.6005,90
21BM00,Bs St Egbertus,Almelo,7601BA,Bo,11.02,193.81,0.0454,0.4681,124
21CX00,De Noorderborch,Almelo,7608CL,Bo,13.75,242.05,0.056,0.5341,231
21CZ00,OBS De Lispeltuut,Maasdriel,5321GL,Bo,23.71,372.95,0.0924,0.6748,117
21DA00,De Kleine Kapitein,Gemert-Bakel,5761BJ,Bo,19.02,376.57,0.0756,0.6781,109
21DE00,SSBO Prof Dr IC v Houte,Amsterdam,1108EL,Sbo,0.27,289.0,0.0012,0.5899,120
21DL00,BS de Regenboog,Baarle-Nassau,5111XP,Bo,23.15,311.0,0.0904,0.6138,16
21DZ00,Basisschool De Wereldboom,Almelo,7602CH,Bo,15.5,270.1,0.0626,0.5683,127
21EI00,Basisschool De Compaan,Almelo,7609GP,Bo,17.61,286.43,0.0705,0.5871,153
21EM00,SSBO De Welle,Almelo,7607AT,Sbo,0.11,239.29,0.0005,0.5306,297
21GJ00,SSBO Laurentius,Delft,2625AN,Sbo,1.61,225.05,0.0069,0.5119,195
21GQ00,Luc Stevensschool,Utrecht,3526GH,Sbo,0.0,263.71,0.0,0.5608,191
21HJ00,SBO Hoogvliet,Rotterdam,3194GS,Sbo,0.0,260.95,0.0,0.5574,92
21KE00,ODS Westland,Westland,2672BB,Bo,18.72,428.1,0.0745,0.7227,146
21KO00,Basisschool De Heliotroop,Almere,1313CM,Bo,22.03,300.9,0.0865,0.603,181
21LO00,Wereldwijs,Houten,3991WE,Bo,37.02,479.43,0.1368,0.763,146
21LP00,OBS De Bijenkorf,Houten,3992BK,Bo,38.73,440.76,0.1422,0.733,128
21LS00,De Borg,Assen,9403GN,Bo,24.27,287.1,0.0944,0.5878,263
21LT00,Bs De Marskramer,Assen,9403LT,Bo,16.84,287.1,0.0676,0.5878,222
21LV00,OBS De Triolier,Beesel,5953LR,Bo,11.85,253.52,0.0486,0.5484,132
21LW00,Basisschool T Vierschip,Middelburg,4341LE,Bo,24.99,254.43,0.0969,0.5495,145
21LX00,OBS De Draaimolen,Barendrecht,2992DN,Bo,15.26,371.24,0.0617,0.6732,243
21MV00,OBS De Hasselbraam,Deurne,5754HA,Bo,17.53,350.14,0.0702,0.6534,175
21MX00,RK Basisschool De Bron,Goirle,5053EJ,Bo,30.1,425.33,0.1143,0.7204,239
21MY00,Basissch 't Schrijverke,Goirle,5051ML,Bo,33.85,358.76,0.1266,0.6616,440
21NA00,OBS De Bergen,Eindhoven,5616NV,Bo,25.58,310.52,0.0989,0.6133,131
21NB00,Vrijeschool Brabant,Eindhoven,5631KB,Bo,33.22,414.48,0.1246,0.7114,153
21ND00,Basisschool Vuurvogel,Almere,1323ET,Bo,18.93,315.76,0.0753,0.6188,156
21NE00,L'Ambiente,Deventer,7423EN,Bo,34.88,244.52,0.13,0.5372,152
21NF00,SWS Het Wilgerys,Dronten,8251TJ,Bo,18.73,279.0,0.0746,0.5786,86
21NH00,OBS De Delta,Purmerend,1447AV,Bo,26.73,374.67,0.1029,0.6764,149
21NI00,GBS De Fontein,Achtkarspelen,9285PA,Bo,26.5,229.19,0.1021,0.5174,64
21NK00,De Borchstee,Elburg,8081RV,Bo,30.73,303.05,0.1164,0.6054,187
21NL00,DS Pieter v Dijkeschool,Schouwen-Duiveland,4311AJ,Bo,11.37,296.24,0.0468,0.598,95
21NM00,Merlijn,'s-Hertogenbosch,5237HA,Bo,36.35,382.95,0.1346,0.6839,144
21NN00,PC Basisschool De Bron,'s-Hertogenbosch,5237HA,Bo,23.68,382.95,0.0923,0.6839,134
21NN01,PC Basisschool De Bron,Heusden,5251LW,Bo,24.76,372.1,0.0961,0.674,83
21NO00,OBS De Peppel,Beuningen,6642AB,Bo,28.63,439.9,0.1093,0.7323,203
21NP00,OBS De Driehoek,Hilvarenbeek,5081ER,Bo,47.66,393.71,0.1692,0.6935,144
21NR00,De Zevensprong,Houten,3992RD,Bo,37.58,440.76,0.1386,0.733,117
21NU00,OBS De Spiegel,Maastricht,6229HD,Bo,42.0,245.9,0.1523,0.539,110
21OM00,Zeister Vrije School,Zeist,3707CV,Bo,50.69,748.29,0.1781,0.9285,242
21ON00,Bs 't Heibosch,Meierijstad,5467KE,Bo,22.96,323.0,0.0898,0.6263,86
21OP00,Basisschool De Fontein,Zutphen,7232BD,Bo,19.95,301.9,0.079,0.6041,135
21OQ00,OBS De Vuurvogel,Tilburg,5038ML,Bo,35.7,243.57,0.1326,0.536,148
21OT00,De Springschans,Uithoorn,1423ET,Bo,33.16,419.62,0.1244,0.7157,310
21OU00,Obs De Kajuit,Uithoorn,1423ET,Bo,32.41,419.62,0.1219,0.7157,127
21OV00,OBS Het Palet,Rucphen,4715AP,Bo,13.58,333.67,0.0553,0.6372,56
21OX00,RK Bs De Heiberg,Roosendaal,4708EC,Bo,27.7,327.81,0.1062,0.6313,230
21OY00,OBS De Duizendpoot,Oosterhout,4908CA,Bo,14.42,308.48,0.0585,0.6112,182
21OZ00,De Kruudwis,Venray,5803HE,Bo,24.39,263.62,0.0948,0.5606,206
21PA00,RK Basissch De Heiacker,Veldhoven,5508WR,Bo,48.72,406.48,0.1724,0.7046,206
21PO00,Jan v Rijckenborghschool,Heiloo,1852CC,Bo,30.3,440.9,0.1149,0.7331,71
21PP00,OBS De Wildert,Breda,4823BJ,Bo,23.85,338.19,0.0929,0.6417,125
21PQ00,Kbs De Driezwing,Breda,4823MS,Bo,13.58,338.19,0.0553,0.6417,144
21PR00,Nutsbasisschool Burgst,Breda,4822RS,Bo,30.55,276.33,0.1158,0.5756,338
21PS00,OBS De Vlonder,Emmen,7827HX,Bo,33.72,244.71,0.1262,0.5375,162
21PU00,RK Bs De Diedeldoorn,Emmen,7827JV,Bo,16.7,244.71,0.0671,0.5375,146
21QE00,Woutertje Pieterse,Leiden,2334CL,Bo,57.61,538.67,0.1976,0.8053,305
21QF00,Geref Bs De Fakkel,Almelo,7603VZ,Bo,15.65,281.1,0.0631,0.581,106
21QG00,PC Basisschool De Mare,Almelo,7609VK,Bo,29.57,286.43,0.1125,0.5871,328
21QH00,OBS de Bonkelaar,Almelo,7609VK,Bo,25.41,286.43,0.0983,0.5871,271
21QK00,Bs Dick Bruna School,Waddinxveen,2743GC,Bo,31.48,336.24,0.1189,0.6397,293
21QN00,De Akker,Amstelveen,1186HD,Bo,33.98,417.17,0.1271,0.7136,63
21QT00,OJBS de Duizendpoot,Weert,6039BD,Bo,20.27,299.38,0.0802,0.6014,111
21QU00,De Tol,Tynaarlo,9472WH,Bo,36.74,310.56,0.1359,0.6134,132
21QV00,RK Bs De Startbaan,Teylingen,2171NZ,Bo,27.4,394.19,0.1052,0.6939,140
21QZ00,Frits Bodebasisschool,Urk,8321RG,Bo,15.91,287.81,0.0641,0.5886,228
21RD00,GBS De Open Kring,Nijkerk,3862HN,Bo,27.3,387.33,0.1048,0.6878,104
21RE00,ATO-Kindcentrum De Terp,'s-Hertogenbosch,5241KB,Bo,29.79,400.95,0.1132,0.6998,360
21RP00,De Tovercirkel,Haarlemmermeer,2134DE,Bo,26.15,427.81,0.1009,0.7225,167
21RQ00,OBS De Achtbaan,Amersfoort,3822CD,Bo,42.34,372.81,0.1533,0.6747,218
21RR00,CBS De Regenboog,Haarlemmermeer,2134DE,Bo,24.95,377.0,0.0967,0.6785,68
21RS00,De Zonnewijzer,Amersfoort,3822CH,Bo,36.91,372.81,0.1364,0.6747,153
21RT00,RK Basisschool Kameleon,Amersfoort,3822DP,Bo,25.94,372.81,0.1002,0.6747,125
21VR00,Montessorischool Weert,Weert,6003BV,Bo,27.7,405.52,0.1062,0.7037,198
22FC00,Het Baken,Purmerend,1447AS,Bo,26.93,363.62,0.1036,0.6662,103
22FH00,De Kosmos,Amersfoort,3828AR,Bo,38.72,430.19,0.1421,0.7244,250
22GB00,IKC De Regenboog,Lingewaard,6681NN,Bo,30.23,360.1,0.1147,0.6628,215
22JB00,De Veste,Harderwijk,3841XC,Bo,38.5,326.62,0.1414,0.63,90
22JD00,Basissch Pieter De Jong,Arnhem,6836GA,Bo,23.85,291.86,0.0929,0.5931,334
22JE00,Lea Dasbergschool,Arnhem,6836TV,Bo,35.63,291.86,0.1324,0.5931,198
22JG00,obs De Octopus,Zwolle,8017MD,Bo,22.82,371.48,0.0893,0.6735,170
22JH00,De Richtingwijzer,Zeewolde,3892AL,Bo,19.88,314.87,0.0787,0.6179,57
22JI00,De Wetering,Zeewolde,3892HZ,Bo,25.44,329.76,0.0984,0.6332,132
22JM00,OBS Panta Rhei,Tilburg,5017CN,Bo,26.07,344.48,0.1006,0.6478,498
22JO00,OBS aan de Meule,Sittard-Geleen,6133AA,Bo,30.81,279.71,0.1166,0.5795,187
22JP00,OBS De Krullevaar,Horst aan de Maas,5975CK,Bo,19.35,314.05,0.0768,0.6171,113
22JQ00,De Bron,Nunspeet,8071LL,Bo,17.7,349.95,0.0708,0.6532,253
22JR00,De Jutter,Noordwijk,2201XP,Bo,44.17,417.9,0.1589,0.7142,81
22JV00,RK Basissch Erasmus,Alkmaar,1827PA,Bo,20.6,286.24,0.0813,0.5869,143
22JY00,Bs. Vindingrijk,Uden,5404MA,Bo,21.58,385.76,0.0849,0.6864,185
22KA00,Cbs Het Baken,Zaanstad,1507XE,Bo,25.96,367.52,0.1002,0.6698,272
22KB00,RK BS de Rietvink,Zaanstad,1507XE,Bo,24.47,367.52,0.0951,0.6698,202
22KC00,OBS De Graswinkel,Weert,6005KE,Bo,29.5,314.76,0.1123,0.6178,245
22KD00,Het Palet,Gouda,2807DC,Bo,31.14,286.87,0.1177,0.5876,122
22KE00,Goejanverwelle Sch PC Bo,Gouda,2807PS,Bo,22.53,300.05,0.0882,0.6021,202
22KF00,RK Basissch 't Carillon,Gouda,2807LS,Bo,34.17,300.05,0.1277,0.6021,278
22KG00,Anne Frank,Leiden,2331PD,Bo,45.45,367.48,0.1627,0.6698,186
22KH00,OBS de Schatkist,Kerkrade,6462HC,Bo,6.82,160.86,0.0287,0.4164,120
22KJ00,Montess sch Haaksbergen,Haaksbergen,7481BC,Bo,26.53,308.71,0.1022,0.6114,69
22KK00,De Lindt,Helmond,5708EV,Bo,39.64,437.95,0.145,0.7307,178
22KL00,De Regenboog,Hoogeveen,7908PB,Bo,24.58,272.67,0.0954,0.5713,172
22KM00,'T Rastholt,Hoogeveen,7908PB,Bo,25.41,272.67,0.0983,0.5713,69
22KO00,OBS Perroen,Maastricht,6228XZ,Bo,38.0,221.0,0.1399,0.5065,25
22KP00,OBS Het Spectrum,Almere,1339ET,Bo,13.86,311.0,0.0564,0.6138,131
22KS00,OBS Den Bussel,Loon op Zand,5171XJ,Bo,20.27,321.67,0.0802,0.625,202
22KT00,RK BS De Kinderboom,Loon op Zand,5172BS,Bo,27.76,322.19,0.1064,0.6255,114
22KU00,Montessorischool,Roosendaal,4707VX,Bo,29.58,245.95,0.1125,0.539,226
