BRIN,vestigingsnaam,gemeente,postcode,type,X_linear,Y_linear,X_log,Y_log,candidates_total
12IR00,Sgm de Nieuwe Veste,COEVORDEN,7742 AB,HAVO/VWO,15.85,16.31,0.0639,0.0656,1193
12IR05,Sgm de Nieuwe Veste,HARDENBERG,7772 ZJ,HAVO/VWO,0.0,15.95,0.0,0.0643,525
12RB00,Scholengemeenschap Helinium,VOORNE AAN ZEE,3222 AM,HAVO/VWO,16.59,21.56,0.0667,0.0848,1539
12VI01,Nordwin College,ACHTKARSPELEN,,VMBO,0.0,0.0,0.0,0.0,199
12VI02,Nordwin College,SÚDWEST-FRYSLÂN,,VMBO,0.0,0.0,0.0,0.0,172
12VI08,Nordwin College,HEERENVEEN,,VMBO,0.0,0.0,0.0,0.0,193
12VI13,Nordwin College,LEEUWARDEN,,VMBO,0.0,0.0,0.0,0.0,233
13EE00,Regionale Sgm Enkhuizen,ENKHUIZEN,1602 DK,HAVO/VWO,16.32,28.37,0.0657,0.1085,1459
13JO00,Rsgm Noord Oost Veluwe,EPE,8162 DS,HAVO/VWO,9.88,11.32,0.0409,0.0466,1169
13OR00,Pontes,GOES,4461 LR,HAVO/VWO,20.93,23.81,0.0825,0.0928,1441
13OR01,"Locatie, Het Goese Lyceum",GOES,4461 NB,VMBO,0.0,38.69,0.0,0.142,653
13OR03,"locatie, Pieter Zeeman",SCHOUWEN-DUIVELAND,4301 XC,HAVO/VWO,13.07,21.74,0.0534,0.0854,829
13PE00,Varendonck College,ASTEN,5721 LZ,HAVO/VWO,35.58,43.92,0.1322,0.1581,829
13PE01,Varendonck College,SOMEREN,5711 EJ,VMBO,0.0,30.09,0.0,0.1142,737
13WH00,De Goudse SGM Leo Vroman,GOUDA,2805 BP,HAVO/VWO,22.94,34.3,0.0897,0.1281,1310
13ZU00,Reitdiepcollege,GRONINGEN,9741 EW,HAVO/VWO,18.29,27.98,0.073,0.1071,1072
14DC00,RSG Simon Vestdijk,HARLINGEN,8862 TA,HAVO/VWO,20.88,23.92,0.0824,0.0931,1107
14DC02,RSG Simon Vestdijk,WAADHOEKE,8801 ER,VMBO,0.0,3.93,0.0,0.0167,241
14DC06,"VMBO ""De Jutter"" Vlieland",VLIELAND,8899 BD,VMBO,0.0,42.59,0.0,0.1541,10
14FW00,OSG Sevenwolden,HEERENVEEN,8441 AE,HAVO/VWO,31.73,33.95,0.1197,0.127,1639
14FW01,OPB SGM Sevenwolden,HEERENVEEN,8441 HB,VMBO,0.0,13.37,0.0,0.0545,292
14FW02,OPB SGM Sevenwolden,HEERENVEEN,8446 KZ,VMBO,0.0,20.19,0.0,0.0799,347
14FW04,OPB SGM Sevenwolden,DE FRYSKE MARREN,8503 AB,VMBO,0.0,13.66,0.0,0.0556,244
14FW05,OPB SGM Sevenwolden,LEEUWARDEN,9001 ZC,VMBO,0.0,17.19,0.0,0.0689,178
14LF00,J v Br College vest Molenstr,HELMOND,5701 KD,HAVO/VWO,20.51,30.33,0.081,0.115,865
14NQ00,Dominicus,NIJMEGEN,,HAVO/VWO,52.59,48.26,0.1835,0.171,699
14NS00,Chr Sgm A.M.van Schurman,WAADHOEKE,8802 RX,HAVO/VWO,0.0,12.45,0.0,0.051,1051
14OY00,Gerrit Rietveld College,UTRECHT,3571 KH,HAVO/VWO,34.35,32.97,0.1282,0.1238,1188
14PG00,Mariëndael,ARNHEM,,HAVO/VWO,0.0,21.58,0.0,0.0849,185
14PS00,Bisschop Coll Broekhin,ROERMOND,6042 EH,HAVO/VWO,22.92,27.36,0.0896,0.105,1520
14PS03,Grescollege,BEESEL,5953 HL,VMBO,0.0,22.07,0.0,0.0866,400
14QT00,Marnix Gymnasium,ROTTERDAM,3022 EA,HAVO/VWO,89.55,54.01,0.2777,0.1875,421
14RC00,Meerscholen,AMERSFOORT,3813 DC,HAVO/VWO,27.5,32.34,0.1055,0.1217,1351
14RC03,Oostwende College,BUNSCHOTEN,3751 WB,HAVO/VWO,0.0,0.0,0.0,0.0,425
14RC04,Corderius College,AMERSFOORT,3817 EZ,HAVO/VWO,27.94,29.45,0.107,0.1121,1705
14RC06,"locatie, Het Element Kaliumweg",AMERSFOORT,3813 VD,VMBO,0.0,56.96,0.0,0.1958,232
14RC14,Meerscholen,AMERSFOORT,3825 HA,VMBO,0.0,0.0,0.0,0.0,103
14RF00,ZAAM Oost,AMSTERDAM,1097 AR,HAVO/VWO,39.47,33.57,0.1445,0.1257,722
14RF03,College De Meer (Lavoisierstr),AMSTERDAM,1098 TH,VMBO,0.0,0.0,0.0,0.0,587
14RF04,Bindelmeer College,AMSTERDAM,1102 AL,VMBO,0.0,0.0,0.0,0.0,337
14RF06,Cygnus Gymnasium,AMSTERDAM,1091 VG,HAVO/VWO,95.69,55.63,0.2916,0.1921,591
14RF08,Havo de Hof,AMSTERDAM,1093 BS,HAVO/VWO,0.0,37.84,0.0,0.1394,340
14RL00,VOvA (2),AMSTERDAM,1095 MK,VMBO,0.0,24.76,0.0,0.0961,353
14RL03,"Locatie, Tobiasschool",AMSTERDAM,1059 VX,VMBO,0.0,0.0,0.0,0.0,215
14RP00,CSG,GRONINGEN,9731 BW,HAVO/VWO,12.75,17.36,0.0521,0.0695,814
14RP01,CSG - locatie Augustinus,GRONINGEN,9726 GP,HAVO/VWO,20.22,27.97,0.08,0.1071,1278
14RP02,CSG - locatieKluiverboom,GRONINGEN,9732 KZ,VMBO,0.0,41.49,0.0,0.1507,258
14RP03,CSG - locatie Diamantlaan,GRONINGEN,9743 BG,VMBO,0.0,44.87,0.0,0.161,479
14RP04,CSG - locatie Winsum,HET HOGELAND,9951 HX,VMBO,0.0,17.78,0.0,0.0711,45
14RR00,DevelsteinCollege,ZWIJNDRECHT,3333 LD,HAVO/VWO,18.74,20.7,0.0746,0.0817,1486
14RR01,DevelsteinCollege loc. Loket,ZWIJNDRECHT,3331 HW,VMBO,0.0,100.0,0.0,0.301,318
14SE00,St. Nicolaaslyceum,AMSTERDAM,1077 WM,HAVO/VWO,51.82,48.03,0.1813,0.1703,937
14SF00,SGM De Goudse Waarden,GOUDA,2801 SH,VMBO,0.0,35.07,0.0,0.1306,711
14SF01,SGM De Goudse Waarden,GOUDA,2805 SN,HAVO/VWO,33.72,37.46,0.1262,0.1382,1044
14SM00,Gooise Scholenfederatie,GOOISE MEREN,1401 RT,HAVO/VWO,61.56,51.78,0.2083,0.1812,1112
14SM02,De Fontein,GOOISE MEREN,1403 HH,VMBO,0.0,14.78,0.0,0.0599,421
14SM03,SG Huizermaat,HUIZEN,1273 JP,HAVO/VWO,30.39,31.07,0.1152,0.1175,1295
14SM04,A. Roland Holst College,HILVERSUM,1217 PM,HAVO/VWO,0.0,15.17,0.0,0.0613,942
14SM05,College De Brink,LAREN,1251 JT,VMBO,0.0,37.52,0.0,0.1384,842
14SM13,A. Roland Holst College,HILVERSUM,1217 PZ,HAVO/VWO,89.32,43.91,0.2772,0.1581,395
14SW00,Roncalli Scholengemeenschap,BERGEN OP ZOOM,4613 CA,HAVO/VWO,12.6,13.56,0.0515,0.0552,1121
14SZ00,Newmancollege,BREDA,4826 HT,HAVO/VWO,22.08,36.43,0.0867,0.1349,1348
14TA00,Christelijk Lyceum Zandvliet,'S-GRAVENHAGE,2594 AW,HAVO/VWO,48.55,47.39,0.1719,0.1685,741
14TD00,Sgm Het Rynlands Sassenh,TEYLINGEN,2171 DH,HAVO/VWO,33.53,34.12,0.1256,0.1275,1455
14UM00,Almende College,OUDE IJSSELSTREEK,7064 AN,HAVO/VWO,28.79,34.78,0.1099,0.1296,966
14UM01,Almende College,OUDE IJSSELSTREEK,7064 BK,VMBO,0.0,17.2,0.0,0.0689,454
14UM02,Almende College,OUDE IJSSELSTREEK,7064 AN,VMBO,0.0,18.72,0.0,0.0745,879
14VG00,Alkwin Kollege,UITHOORN,1422 MT,HAVO/VWO,43.45,39.28,0.1567,0.1439,1339
14VY00,Chr Sgm Buitenveldert,AMSTERDAM,1081 CK,HAVO/VWO,5.25,14.04,0.0222,0.057,797
14WE00,Adelbert College,WASSENAAR,2241 AE,HAVO/VWO,29.39,28.47,0.1119,0.1088,1061
14WI00,Chr. Gymnasium Beyers Naude,LEEUWARDEN,8932 GW,HAVO/VWO,82.62,49.05,0.2615,0.1733,374
14WJ00,Het Vlietland College,LEIDEN,2324 BZ,HAVO/VWO,17.22,24.54,0.069,0.0953,922
14WL00,Krimpenerwaard College,KRIMPEN AAN DEN IJSSEL,2922 CX,HAVO/VWO,21.02,25.17,0.0829,0.0975,996
14YD03,Lentiz,WESTLAND,2671 DC,VMBO,0.0,0.0,0.0,0.0,1048
14YD06,Lentiz,MIDDEN-DELFLAND,3155 AD,VMBO,0.0,0.0,0.0,0.0,660
14YD09,Lentiz Dalton College,WESTLAND,2672 LD,VMBO,0.0,3.34,0.0,0.0143,958
15BH00,Chr Sgm Groene Hart,ALPHEN AAN DEN RIJN,2404 XC,VMBO,0.0,0.0,0.0,0.0,798
15BH01,Chr Sgm Groene Hart Lyceum,ALPHEN AAN DEN RIJN,2405 VS,HAVO/VWO,35.82,50.51,0.133,0.1776,1210
15BH04,Groene Hart Rijnwoude,ALPHEN AAN DEN RIJN,2391 AX,VMBO,0.0,36.14,0.0,0.134,310
15BH05,Groene Hart Topmavo,ALPHEN AAN DEN RIJN,2405 VS,VMBO,0.0,16.56,0.0,0.0666,827
15BS00,Sondervick College,VELDHOVEN,5504 NC,HAVO/VWO,19.97,21.92,0.0791,0.0861,1581
15EO00,OSG Libanon Lyceum,ROTTERDAM,3061 JX,HAVO/VWO,32.59,34.21,0.1225,0.1278,1267
15HX00,Thorbecke Talentsch Rotterdam,ROTTERDAM,3066 KA,HAVO/VWO,15.12,21.97,0.0612,0.0863,739
15HX02,Thorbecke Talentsch Rotterdam,ROTTERDAM,3066 LA,VMBO,0.0,0.0,0.0,0.0,426
15HX03,Thorbecke Talentsc Nieuwerkerk,ZUIDPLAS,2912 BE,VMBO,0.0,14.06,0.0,0.0571,293
15HX07,Thorbecke VO,ROTTERDAM,3067 AL,VMBO,0.0,7.87,0.0,0.0329,114
15JM00,Utrechts Stedelijk Gymnasium,UTRECHT,3582 VA,HAVO/VWO,96.45,57.64,0.2932,0.1977,770
15KR00,Wolfert van Borselen sgr,ROTTERDAM,3039 KK,HAVO/VWO,46.99,40.36,0.1673,0.1472,1358
15KR05,Sg Wolfert van Borselen,ROTTERDAM,3054 RP,HAVO/VWO,21.85,34.48,0.0858,0.1287,663
15KR06,Sg Wolfert van Borselen,LANSINGERLAND,2662 EB,HAVO/VWO,47.07,50.84,0.1675,0.1785,882
15KR10,Sg Wolfert van Borselen,ROTTERDAM,3033 AK,VMBO,0.0,13.56,0.0,0.0552,425
15KR12,Sg Wolfert van Borselen,LANSINGERLAND,2661 AB,VMBO,0.0,6.31,0.0,0.0266,349
15KR13,Sg Wolfert van Borselen,LANSINGERLAND,,VMBO,0.0,0.0,0.0,0.0,23
15OM00,Het Schoonhovens College,KRIMPENERWAARD,2871 HJ,HAVO/VWO,26.43,25.24,0.1018,0.0978,710
15OM01,Het Schoonhovens College,KRIMPENERWAARD,2871 VH,VMBO,0.0,51.05,0.0,0.1791,568
15QW00,RGO College,GOEREE-OVERFLAKKEE,3241 XC,HAVO/VWO,13.35,25.34,0.0544,0.0981,1198
15SC00,Erasmianum Gem Gymnasium,ROTTERDAM,3015 CN,HAVO/VWO,94.74,65.07,0.2895,0.2177,810
15VQ00,Stellingwerf College,OOSTSTELLINGWERF,8431 LN,HAVO/VWO,19.08,21.96,0.0758,0.0862,1197
15XV00,Reg SGM Hoeksche Waard,HOEKSCHE WAARD,3263 CC,HAVO/VWO,24.09,24.57,0.0937,0.0954,1089
15XV01,Reg SGM Hoeksche Waard,HOEKSCHE WAARD,3261 ZA,VMBO,0.0,42.15,0.0,0.1528,611
16AW00,Opb SGM Echnaton,ALMERE,1324 EL,HAVO/VWO,0.0,0.0,0.0,0.0,1301
16AW01,Opb SGM Echnaton,ALMERE,1326 AA,HAVO/VWO,18.83,24.06,0.0749,0.0936,2062
16CX00,Regius College Schagen,SCHAGEN,1741 CN,HAVO/VWO,30.1,48.43,0.1143,0.1715,1287
16CX04,Regius College Schagen,SCHAGEN,1741 CD,VMBO,0.0,29.78,0.0,0.1132,898
16CX08,Regius College Schagen,SCHAGEN,1741 CP,VMBO,0.0,12.84,0.0,0.0524,1050
16EI00,Lyceum Schravenlant,SCHIEDAM,3119 HA,HAVO/VWO,19.33,34.68,0.0767,0.1293,605
16FP00,Reg SGM Magister Alvinus,SÚDWEST-FRYSLÂN,8601 EW,HAVO/VWO,21.66,26.39,0.0851,0.1017,1769
16GZ00,RSG Tromp Meesters,STEENWIJKERLAND,8331 NS,HAVO/VWO,25.2,34.17,0.0976,0.1277,1066
16GZ01,RSG Tromp Meesters,STEENWIJKERLAND,8331 GK,VMBO,0.0,92.16,0.0,0.2837,68
16GZ03,RSG Tromp Meesters,STEENWIJKERLAND,8331 GK,VMBO,0.0,20.56,0.0,0.0812,36
16IH00,RSG Ter Apel,WESTERWOLDE,9561 LB,HAVO/VWO,8.72,15.56,0.0363,0.0628,986
16KP00,OSG de Hogeberg,TEXEL,1791 AS,HAVO/VWO,16.57,17.3,0.0666,0.0693,728
16MQ00,Kon Willem II College,TILBURG,5022 DS,HAVO/VWO,14.52,21.69,0.0589,0.0853,1549
16NK00,Vrije school Zutphen-Groningen,ZUTPHEN,7206 DG,HAVO/VWO,20.36,26.68,0.0805,0.1027,1041
16NK01,Vrije school Zutphen-Groningen,GRONINGEN,9725 KA,HAVO/VWO,21.03,23.34,0.0829,0.0911,723
16OX00,2College,OISTERWIJK,5061 EE,HAVO/VWO,12.11,18.02,0.0496,0.072,1751
16OX02,2College Cobbenhagenlyceum,TILBURG,5012 AE,HAVO/VWO,27.86,35.99,0.1067,0.1335,543
16OX03,2College Ruivenmavo,TILBURG,5056 NH,VMBO,0.0,14.63,0.0,0.0593,395
16OX04,2College Jozefmavo,TILBURG,5037 AC,VMBO,0.0,18.5,0.0,0.0737,683
16OX10,2College Cobbenhagenmavo,TILBURG,5012 AD,VMBO,0.0,6.12,0.0,0.0258,360
16PA00,Chr Gymnasium,UTRECHT,3531 AJ,HAVO/VWO,94.47,52.96,0.2888,0.1846,737
16PE00,Connect College,ECHT-SUSTEREN,6101 BA,HAVO/VWO,41.19,45.02,0.1498,0.1614,646
16PE01,Connect College,ECHT-SUSTEREN,6101 XX,VMBO,0.0,5.92,0.0,0.025,712
16PI00,OPB SGM Winkler Prins,VEENDAM,9646 AA,HAVO/VWO,34.27,7.6,0.128,0.0318,588
16PI01,OPB SGM Winkler Prins,VEENDAM,9646 AA,HAVO/VWO,21.17,24.88,0.0834,0.0965,981
16PI03,OPB SGM Winkler Prins,VEENDAM,9646 AA,VMBO,0.0,69.16,0.0,0.2283,349
16PI05,OPB SGM Winkler Prins,VEENDAM,9646 AA,VMBO,0.0,0.0,0.0,0.0,84
16PK00,Portus Scholengroep,ROTTERDAM,3075 SB,HAVO/VWO,23.26,21.37,0.0908,0.0841,314
16PK05,Portus SG loc Zuidermavo,ROTTERDAM,3076 RA,VMBO,0.0,14.57,0.0,0.0591,215
16PK07,Portus SG locatie Juliana,ROTTERDAM,3082 MH,VMBO,0.0,8.83,0.0,0.0368,489
16PK08,Meerpaal,ROTTERDAM,,VMBO,0.0,10.98,0.0,0.0452,381
16PK10,CBS Plus,ROTTERDAM,3084 NM,HAVO/VWO,0.0,12.87,0.0,0.0526,513
16PN00,Joodse SGM Maimonides,AMSTERDAM,1083 BE,HAVO/VWO,35.17,17.43,0.1309,0.0698,162
16PS00,Montessori SGM Amsterdam,AMSTERDAM,1071 ED,HAVO/VWO,37.91,23.55,0.1396,0.0919,969
16PS04,"Locatie, IVKO",AMSTERDAM,1074 EP,HAVO/VWO,0.0,3.95,0.0,0.0168,517
16PS07,Montessori SGM Amsterdam,AMSTERDAM,1092 AD,HAVO/VWO,42.13,55.84,0.1527,0.1927,578
16PS08,Montessori Lyceum Oostpoort,AMSTERDAM,1093 KL,HAVO/VWO,0.0,7.74,0.0,0.0324,458
16PS16,"Loc, Metis Montessori Lyceum",AMSTERDAM,1091 HV,VMBO,0.0,14.74,0.0,0.0597,210
16PS17,MLA-VOS,AMSTERDAM,1072 ST,VMBO,0.0,10.72,0.0,0.0442,199
16PS18,MLA-VEL,AMSTERDAM,1019 JN,HAVO/VWO,24.43,16.17,0.0949,0.0651,626
16QA00,Chr SGM De Lage Waard,PAPENDRECHT,3352 VH,HAVO/VWO,29.07,29.07,0.1108,0.1108,959
16QA01,Chr SGM De Lage Waard,PAPENDRECHT,3351 JA,VMBO,0.0,30.92,0.0,0.117,861
16QH00,De Nassau,BREDA,4818 BC,VMBO,0.0,13.68,0.0,0.0557,608
16QH01,De Nassau,BREDA,4818 BA,HAVO/VWO,34.8,35.0,0.1297,0.1303,1040
16QN00,RK Gymnasium Juvenaat H. Hart,BERGEN OP ZOOM,,HAVO/VWO,87.98,61.06,0.2741,0.207,157
16RB00,Jacob-Roelandslyceum,BOXTEL,5281 CC,HAVO/VWO,39.58,46.41,0.1448,0.1656,1103
16RF00,OLV - Breda,BREDA,4818 TA,HAVO/VWO,44.51,39.99,0.1599,0.1461,1312
16RH00,Het Rijnlands LYC,OEGSTGEEST,2341 BA,HAVO/VWO,59.77,38.58,0.2035,0.1417,884
16RT00,VO Best-Oirschot,BEST,5684 SL,HAVO/VWO,21.07,32.51,0.083,0.1223,2083
16RT01,VO Best-Oirschot,OIRSCHOT,5689 AA,VMBO,0.0,37.1,0.0,0.137,1192
16SK00,Liemers College,ZEVENAAR,6904 GZ,HAVO/VWO,33.14,41.15,0.1243,0.1497,870
16SK01,Liemers College,MONTFERLAND,6942 GC,HAVO/VWO,0.0,10.11,0.0,0.0418,448
16SK05,Liemers College,ZEVENAAR,6902 KA,VMBO,0.0,0.0,0.0,0.0,594
16SK07,Liemers College,ZEVENAAR,6903 EP,VMBO,0.0,4.55,0.0,0.0193,527
16SL00,Sint-Janscollege,HEERLEN,6431 EN,HAVO/VWO,32.59,34.63,0.1225,0.1291,1155
16ST00,BSG,BERGEN (NH.),1861 ED,HAVO/VWO,28.56,28.34,0.1091,0.1084,939
16SW00,Metameer,LAND VAN CUIJK,,HAVO/VWO,10.24,23.22,0.0423,0.0907,791
16SW03,Metameer jenaplan Boxmeer,LAND VAN CUIJK,,VMBO,0.0,21.73,0.0,0.0854,832
16TS00,Vrije School N Holland,AMSTERDAM,1076 ED,HAVO/VWO,26.15,28.58,0.1009,0.1092,861
16TS02,Vrije School N Holland,HAARLEM,2034 NA,HAVO/VWO,10.15,9.27,0.042,0.0385,500
16TS03,Vrije School Noord-Holland,BERGEN (NH.),1861 TG,HAVO/VWO,10.67,10.6,0.044,0.0438,589
16TS04,Vrije School N Holland,HAARLEM,2034 AX,HAVO/VWO,22.11,27.51,0.0868,0.1055,320
16TS05,Vrije School N Holland,BERGEN (NH.),1861 TK,HAVO/VWO,33.61,23.83,0.1258,0.0928,235
16TV00,Vrije School Z-Holland,'S-GRAVENHAGE,2597 JB,HAVO/VWO,19.37,22.91,0.0769,0.0896,678
16TV01,Vrije School Z-Holland,ROTTERDAM,3034 PT,HAVO/VWO,16.15,17.04,0.065,0.0683,1069
16TV02,Vrije School Z-Holland,LEIDEN,2315 BD,HAVO/VWO,18.32,28.53,0.0731,0.109,556
16VI00,RK SGM Canisius,ALMELO,7608 ND,HAVO/VWO,20.5,30.1,0.081,0.1143,1152
16VI01,RK SGM Canisius,TUBBERGEN,7651 LR,VMBO,0.0,13.78,0.0,0.0561,631
16VK00,OMO Scholengroep De Langstraat,WAALWIJK,5143 NA,HAVO/VWO,33.0,39.8,0.1238,0.1455,1124
16VK01,Van Haestrecht College,LOON OP ZAND,5171 CC,VMBO,0.0,3.08,0.0,0.0132,399
16VK02,Walewyc Mavo,WAALWIJK,5143 NA,VMBO,0.0,4.59,0.0,0.0195,729
16VK03,d`Oultremont College,HEUSDEN,5151 GL,HAVO/VWO,23.27,24.18,0.0909,0.094,1117
16VK06,De Overlaat,WAALWIJK,5143 NG,VMBO,0.0,37.73,0.0,0.139,220
16VM00,Herlecollege,HEERLEN,6415 SB,VMBO,0.0,0.0,0.0,0.0,531
16VM07,Herlecollege,HEERLEN,6415 GG,VMBO,0.0,100.0,0.0,0.301,267
16VP00,Hondsrug College,EMMEN,7822 JB,HAVO/VWO,13.64,20.94,0.0555,0.0826,2029
16XD00,College Den Hulster,VENLO,5912 PN,HAVO/VWO,15.85,17.86,0.0639,0.0714,1387
16YC00,Scheldemond College,VLISSINGEN,4385 CH,HAVO/VWO,13.94,25.45,0.0567,0.0985,1138
16YV00,Pantarijn SGM,WAGENINGEN,6706 KN,HAVO/VWO,40.49,40.88,0.1476,0.1488,1480
16YV01,Pantarijn SGM,WAGENINGEN,6706 KN,VMBO,0.0,25.69,0.0,0.0993,376
16YV02,Pantarijn SGM,RHENEN,3911 MG,VMBO,0.0,21.8,0.0,0.0856,333
16YV04,Pantarijn SGM,NEDER-BETUWE,4041 ZA,VMBO,0.0,17.4,0.0,0.0697,263
16ZK00,Hogeland College,HET HOGELAND,9989 AT,HAVO/VWO,30.03,45.11,0.1141,0.1617,548
16ZK01,Hogeland College,HET HOGELAND,9951 HX,VMBO,0.0,13.89,0.0,0.0565,282
16ZK02,Hogeland College,HET HOGELAND,9981 JZ,VMBO,0.0,27.23,0.0,0.1046,455
17AA00,Gerrit Komrij College,WINTERSWIJK,7102 DE,HAVO/VWO,14.36,19.11,0.0583,0.076,1466
17AN00,Minkema College,WOERDEN,3446 GL,HAVO/VWO,42.51,43.9,0.1538,0.1581,1650
17AN01,Minkema College,WOERDEN,3446 GP,VMBO,0.0,12.55,0.0,0.0514,878
17AY00,Cambium College,ZALTBOMMEL,5301 DH,HAVO/VWO,20.27,20.17,0.0801,0.0798,1330
17AY04,Scholengroep Cambium,ZALTBOMMEL,5301 LA,VMBO,0.0,48.4,0.0,0.1714,479
17BI00,NUOVO Scholengroep,ZEIST,3703 CV,HAVO/VWO,45.3,41.29,0.1623,0.1501,939
17BI02,NXT Doorn,UTRECHTSE HEUVELRUG,3941 KD,VMBO,0.0,3.69,0.0,0.0157,295
17BI06,OVMZ,ZEIST,3703 CV,VMBO,0.0,14.4,0.0,0.0584,892
17BZ00,Van der Capellen SGM,ZWOLLE,8031 XM,HAVO/VWO,20.19,24.16,0.0799,0.094,1103
17BZ02,Capellenborg,OLST-WIJHE,8131 DP,HAVO/VWO,0.0,10.2,0.0,0.0422,377
17BZ03,Van der Capellen SGM,ELBURG,8081 TA,VMBO,0.0,4.9,0.0,0.0208,228
17BZ04,Zeven Linden College,HARDENBERG,7701 AK,HAVO/VWO,8.62,11.4,0.0359,0.0469,505
17CK00,RSG Slingerbos/Levant,HARDERWIJK,3844 AS,HAVO/VWO,24.93,27.85,0.0967,0.1067,1784
17CK01,Reg Sgm 't Slingerbos,ZEEWOLDE,3891 EV,VMBO,0.0,13.28,0.0,0.0542,274
17CR00,Einstein Lyceum,ROTTERDAM,3192 CD,HAVO/VWO,15.23,22.42,0.0616,0.0878,685
17DD00,rsg Wiringherlant,HOLLANDS KROON,1771 AB,HAVO/VWO,11.23,13.25,0.0462,0.0541,1057
17DN00,OSG De Meergronden,ALMERE,1353 AL,HAVO/VWO,10.89,15.9,0.0449,0.0641,1341
17DN01,SGM De Meergronden- Arte Coll.,ALMERE,1363 CB,HAVO/VWO,4.37,9.38,0.0186,0.0389,783
17GM00,Oosterlicht College,NIEUWEGEIN,3439 MV,HAVO/VWO,18.09,21.34,0.0722,0.084,1816
17GM02,Lekpoort College,VIJFHEERENLANDEN,4133 GZ,HAVO/VWO,0.0,0.95,0.0,0.0041,804
17GT00,RK SGM St Ursula,LEUDAL,6085 AS,HAVO/VWO,24.98,34.41,0.0968,0.1284,1239
17GT02,RK SGM St Ursula,LEUDAL,6093 EN,VMBO,0.0,34.51,0.0,0.1287,605
17HB00,ZAAM West,AMSTERDAM,1065 VT,HAVO/VWO,13.25,20.41,0.0541,0.0807,607
17HB03,"locatie, het Reinaert",AMSTERDAM,,VMBO,0.0,10.45,0.0,0.0432,67
17HB06,Calvijn College,AMSTERDAM,1065 KH,VMBO,0.0,0.0,0.0,0.0,431
17HB07,Iedersland College,AMSTERDAM,1014 BT,VMBO,0.0,0.0,0.0,0.0,198
17HH00,HBM,HEEMSTEDE,2101 BT,VMBO,0.0,6.66,0.0,0.028,336
17HN00,Mezzo Scholen,LAND VAN CUIJK,5831 CW,HAVO/VWO,24.49,42.75,0.0951,0.1546,1805
17HN02,Mezzo Elzendaal Gennep,GENNEP,6591 MD,VMBO,0.0,22.81,0.0,0.0892,729
17HN04,Mezzo Metameer Stevensbeek,LAND VAN CUIJK,5844 AB,HAVO/VWO,12.34,25.97,0.0505,0.1003,154
17HN05,Mezzo Metameer Jenaplan,LAND VAN CUIJK,5831 CR,VMBO,0.0,18.63,0.0,0.0742,204
17HR00,YES College,'S-GRAVENHAGE,2555 XP,VMBO,0.0,8.64,0.0,0.036,466
17HR02,Hofstad Lyceum,'S-GRAVENHAGE,2555 HA,HAVO/VWO,34.79,47.96,0.1297,0.1702,817
17HR05,Heldring Business School,'S-GRAVENHAGE,2517 RZ,VMBO,0.0,0.0,0.0,0.0,591
17HX00,Mgr A E Rientjes Mavo,STICHTSE VECHT,3607 MJ,VMBO,0.0,14.98,0.0,0.0606,529
17IM00,Over Betuwe College,LINGEWAARD,6681 CV,HAVO/VWO,28.68,50.11,0.1095,0.1764,1053
17IM01,Over Betuwe College-Elst,OVERBETUWE,6662 VZ,HAVO/VWO,0.0,10.64,0.0,0.0439,321
17IM02,Over Betuwe College-Huissen,LINGEWAARD,6851 KJ,VMBO,0.0,29.12,0.0,0.111,909
17IM04,Over Betuwe College-Bemmel,LINGEWAARD,6681 CX,VMBO,0.0,10.1,0.0,0.0418,532
17IM05,Over Betuwe College-Elst,OVERBETUWE,,HAVO/VWO,0.0,14.36,0.0,0.0583,284
17IR00,Pax Christi College,DRUTEN,6651 ZJ,VMBO,0.0,30.49,0.0,0.1156,1029
17IR02,Pax Christi College,DRUTEN,6651 KM,HAVO/VWO,32.97,37.26,0.1237,0.1376,836
17JB00,Charlemagne College,LANDGRAAF,6371 XE,HAVO/VWO,21.13,19.79,0.0832,0.0784,1436
17JB01,Charlemagne College,LANDGRAAF,6371 XS,VMBO,0.0,0.0,0.0,0.0,599
17JB02,Charlemagne College,KERKRADE,6461 VP,VMBO,0.0,0.0,0.0,0.0,326
17JY00,Gymn Beekvliet,SINT-MICHIELSGESTEL,5271 SM,HAVO/VWO,94.81,52.19,0.2896,0.1824,610
17KF00,Van Maerlant,'S-HERTOGENBOSCH,5223 DE,VMBO,0.0,13.32,0.0,0.0543,835
17KY00,Roncalli MAVO,ROTTERDAM,3066 CE,VMBO,0.0,8.82,0.0,0.0367,586
17VF00,ZAAM Noord,AMSTERDAM,1025 KM,HAVO/VWO,31.77,42.93,0.1198,0.1551,817
17VF02,ABC Noorderlicht,AMSTERDAM,1025 KN,VMBO,0.0,0.0,0.0,0.0,471
17VF03,Over-IJ College,AMSTERDAM,1032 ZG,VMBO,0.0,10.77,0.0,0.0444,516
17VF04,Bernard Nieuwentijt College,WATERLAND,1141 GV,VMBO,0.0,19.06,0.0,0.0758,270
17VN01,Bonhoeffer College,ENSCHEDE,7544 ND,VMBO,0.0,18.32,0.0,0.0731,440
17VN05,Bonhoeffer College,ENSCHEDE,7535 CN,HAVO/VWO,19.87,23.96,0.0787,0.0933,1752
17VN06,Bonhoeffer College,ENSCHEDE,7545 AX,HAVO/VWO,37.99,50.32,0.1398,0.177,1075
